clip_stem,vid,match,set_id,rally,ball_round,raw_type_en,player_side,split_v2,split_bst_baseline,aroundhead,backhand,frame_num,shuttle_start_f,shuttle_end_f
5_2_17_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,17,1,short_service,Top,train,train,0.0,1.0,62020,62008,62032
5_2_17_2,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,17,2,net_shot,Bottom,train,train,0.0,1.0,62026,62020,62051
5_2_17_3,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,17,3,net_shot,Top,train,train,0.0,0.0,62045,62026,62070
5_2_17_4,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,17,4,net_shot,Bottom,train,train,0.0,0.0,62064,62045,62093
5_2_17_5,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,17,5,lob,Top,train,train,0.0,0.0,62087,62064,62099
5_2_18_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,18,1,short_service,Bottom,train,train,0.0,1.0,63996,63984,64020
5_2_18_2,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,18,2,lob,Top,train,train,0.0,1.0,64014,63996,64054
5_2_18_3,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,18,3,clear,Bottom,train,train,0.0,0.0,64048,64014,64083
5_2_18_4,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,18,4,drop,Top,train,train,0.0,0.0,64077,64048,64100
5_2_18_5,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,18,5,return_net,Bottom,train,train,0.0,0.0,64094,64077,64122
5_2_18_6,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,18,6,lob,Top,train,train,0.0,1.0,64116,64094,64145
5_2_18_7,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,18,7,passive_drop,Bottom,train,train,1.0,0.0,64139,64116,64158
5_2_18_8,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,18,8,return_net,Top,train,train,0.0,1.0,64152,64139,64177
5_2_18_9,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,18,9,cross_court_net_shot,Bottom,train,train,0.0,1.0,64171,64152,64198
5_2_18_10,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,18,10,lob,Top,train,train,0.0,0.0,64192,64171,64230
5_2_18_11,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,18,11,drop,Bottom,train,train,0.0,0.0,64224,64192,64249
5_2_18_12,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,18,12,return_net,Top,train,train,0.0,0.0,64243,64224,64272
5_2_18_13,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,18,13,lob,Bottom,train,train,0.0,0.0,64266,64243,64300
5_2_18_14,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,18,14,passive_drop,Top,train,train,0.0,0.0,64294,64266,64306
5_2_19_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,19,1,short_service,Bottom,train,train,0.0,1.0,64718,64706,64742
5_2_19_2,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,19,2,lob,Top,train,train,0.0,1.0,64736,64718,64774
5_2_19_3,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,19,3,passive_drop,Bottom,train,train,0.0,0.0,64768,64736,64797
5_2_19_4,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,19,4,lob,Top,train,train,0.0,1.0,64791,64768,64826
5_2_19_5,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,19,5,clear,Bottom,train,train,1.0,0.0,64820,64791,64843
5_2_19_6,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,19,6,passive_drop,Top,train,train,0.0,1.0,64837,64820,64862
5_2_19_7,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,19,7,cross_court_net_shot,Bottom,train,train,0.0,1.0,64856,64837,64883
5_2_19_8,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,19,8,lob,Top,train,train,0.0,0.0,64877,64856,64920
5_2_19_9,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,19,9,clear,Bottom,train,train,0.0,0.0,64915,64878,64945
5_2_19_10,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,19,10,drop,Top,train,train,1.0,0.0,64939,64915,64964
5_2_19_11,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,19,11,net_shot,Bottom,train,train,0.0,0.0,64958,64939,64991
5_2_19_12,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,19,12,lob,Top,train,train,0.0,0.0,64985,64958,64997
5_2_20_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,20,1,short_service,Bottom,train,train,0.0,1.0,65399,65387,65425
5_2_20_2,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,20,2,push,Top,train,train,0.0,0.0,65419,65399,65458
5_2_20_3,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,20,3,passive_drop,Bottom,train,train,0.0,1.0,65452,65419,65473
5_2_20_4,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,20,4,cross_court_net_shot,Top,train,train,0.0,1.0,65467,65452,65479
5_2_21_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,21,1,short_service,Bottom,train,train,0.0,1.0,65773,65761,65800
5_2_21_2,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,21,2,lob,Top,train,train,0.0,1.0,65794,65773,65832
5_2_21_3,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,21,3,passive_drop,Bottom,train,train,1.0,0.0,65826,65794,65843
5_2_21_4,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,21,4,cross_court_net_shot,Top,train,train,0.0,1.0,65837,65826,65849
5_2_22_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,22,1,short_service,Bottom,train,train,0.0,1.0,66174,66162,66196
5_2_22_2,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,22,2,lob,Top,train,train,0.0,1.0,66190,66174,66231
5_2_22_3,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,22,3,clear,Bottom,train,train,0.0,0.0,66225,66190,66258
5_2_22_4,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,22,4,clear,Top,train,train,0.0,0.0,66252,66225,66290
5_2_22_5,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,22,5,clear,Bottom,train,train,0.0,0.0,66284,66252,66313
5_2_22_6,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,22,6,wrist_smash,Top,train,train,1.0,0.0,66307,66284,66329
5_2_22_7,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,22,7,return_net,Bottom,train,train,0.0,1.0,66323,66307,66348
5_2_22_8,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,22,8,return_net,Top,train,train,0.0,1.0,66342,66323,66372
5_2_22_9,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,22,9,net_shot,Bottom,train,train,0.0,1.0,66366,66342,66397
5_2_22_10,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,22,10,lob,Top,train,train,0.0,1.0,66391,66366,66430
5_2_22_11,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,22,11,clear,Bottom,train,train,0.0,0.0,66424,66391,66462
5_2_22_12,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,22,12,drop,Top,train,train,0.0,0.0,66456,66424,66485
5_2_22_13,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,22,13,net_shot,Bottom,train,train,0.0,1.0,66479,66456,66491
5_2_23_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,23,1,short_service,Top,train,train,0.0,1.0,66918,66906,66934
5_2_23_2,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,23,2,lob,Bottom,train,train,0.0,1.0,66928,66918,66965
5_2_23_3,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,23,3,clear,Top,train,train,0.0,0.0,66959,66928,66994
5_2_23_4,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,23,4,passive_drop,Bottom,train,train,0.0,0.0,66988,66959,67014
5_2_23_5,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,23,5,net_shot,Top,train,train,0.0,1.0,67008,66988,67037
5_2_23_6,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,23,6,lob,Bottom,train,train,0.0,1.0,67031,67008,67069
5_2_23_7,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,23,7,passive_drop,Top,train,train,0.0,0.0,67063,67031,67090
5_2_23_8,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,23,8,net_shot,Bottom,train,train,0.0,0.0,67084,67063,67116
5_2_23_9,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,23,9,net_shot,Top,train,train,0.0,0.0,67110,67084,67138
5_2_23_10,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,23,10,lob,Bottom,train,train,0.0,0.0,67132,67110,67175
5_2_23_11,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,23,11,clear,Top,train,train,0.0,0.0,67176,67139,67215
5_2_23_12,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,23,12,clear,Bottom,train,train,0.0,0.0,67209,67176,67247
5_2_23_13,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,23,13,drop,Top,train,train,0.0,0.0,67241,67209,67267
5_2_23_14,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,23,14,cross_court_net_shot,Bottom,train,train,0.0,0.0,67261,67241,67293
5_2_23_15,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,23,15,lob,Top,train,train,0.0,1.0,67287,67261,67328
5_2_23_16,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,23,16,clear,Bottom,train,train,0.0,1.0,67322,67287,67357
5_2_23_17,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,23,17,drop,Top,train,train,0.0,0.0,67351,67322,67371
5_2_23_18,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,23,18,return_net,Bottom,train,train,0.0,1.0,67365,67351,67377
5_2_24_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,24,1,short_service,Top,train,train,0.0,1.0,67813,67801,67833
5_2_24_2,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,24,2,lob,Bottom,train,train,0.0,1.0,67827,67813,67863
5_2_24_3,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,24,3,clear,Top,train,train,0.0,0.0,67857,67827,67893
5_2_24_4,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,24,4,smash,Bottom,train,train,1.0,0.0,67887,67857,67904
5_2_24_5,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,24,5,cross_court_net_shot,Top,train,train,0.0,1.0,67898,67887,67926
5_2_24_6,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,24,6,net_shot,Bottom,train,train,0.0,0.0,67920,67898,67950
5_2_24_7,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,24,7,lob,Top,train,train,0.0,0.0,67944,67920,67983
5_2_24_8,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,24,8,clear,Bottom,train,train,0.0,0.0,67977,67944,68013
5_2_24_9,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,24,9,smash,Top,train,train,0.0,0.0,68007,67977,68025
5_2_24_10,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,24,10,return_net,Bottom,train,train,0.0,1.0,68019,68007,68046
5_2_24_11,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,24,11,cross_court_net_shot,Top,train,train,0.0,0.0,68040,68019,68052
5_2_25_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,25,1,short_service,Bottom,train,train,0.0,1.0,68463,68451,68488
5_2_25_2,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,25,2,lob,Top,train,train,0.0,1.0,68482,68463,68523
5_2_25_3,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,25,3,passive_drop,Bottom,train,train,0.0,1.0,68517,68482,68540
5_2_25_4,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,25,4,push,Top,train,train,0.0,1.0,68534,68517,68566
5_2_25_5,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,25,5,clear,Bottom,train,train,1.0,0.0,68560,68534,68603
5_2_25_6,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,25,6,smash,Top,train,train,0.0,0.0,68605,68568,68623
5_2_25_7,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,25,7,return_net,Bottom,train,train,0.0,1.0,68617,68605,68643
5_2_25_8,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,25,8,push,Top,train,train,0.0,1.0,68637,68617,68676
5_2_25_9,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,25,9,clear,Bottom,train,train,0.0,0.0,68670,68637,68701
5_2_25_10,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,25,10,clear,Top,train,train,1.0,0.0,68695,68670,68737
5_2_25_11,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,25,11,drop,Bottom,train,train,0.0,0.0,68731,68695,68758
5_2_25_12,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,25,12,cross_court_net_shot,Top,train,train,0.0,0.0,68752,68731,68783
5_2_25_13,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,25,13,cross_court_net_shot,Bottom,train,train,0.0,1.0,68777,68752,68812
5_2_25_14,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,25,14,clear,Top,train,train,0.0,0.0,68806,68777,68847
5_2_25_15,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,25,15,clear,Bottom,train,train,0.0,0.0,68841,68806,68878
5_2_25_16,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,25,16,clear,Top,train,train,0.0,0.0,68872,68841,68914
5_2_25_17,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,25,17,passive_drop,Bottom,train,train,0.0,0.0,68908,68872,68936
5_2_25_18,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,25,18,push,Top,train,train,0.0,0.0,68930,68908,68966
5_2_25_19,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,25,19,clear,Bottom,train,train,1.0,0.0,68960,68930,68984
5_2_25_20,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,25,20,clear,Top,train,train,0.0,1.0,68978,68960,69019
5_2_25_21,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,25,21,smash,Bottom,train,train,1.0,0.0,69013,68978,69025
5_2_26_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,26,1,short_service,Bottom,train,train,0.0,1.0,69518,69506,69540
5_2_26_2,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,26,2,lob,Top,train,train,0.0,1.0,69534,69518,69546
5_2_27_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,27,1,short_service,Bottom,train,train,0.0,1.0,69838,69826,69865
5_2_27_2,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,27,2,push,Top,train,train,0.0,1.0,69859,69838,69892
5_2_27_3,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,27,3,clear,Bottom,train,train,0.0,0.0,69886,69859,69920
5_2_27_4,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,27,4,clear,Top,train,train,0.0,0.0,69914,69886,69955
5_2_27_5,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,27,5,clear,Bottom,train,train,0.0,1.0,69949,69914,69971
5_2_27_6,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,27,6,wrist_smash,Top,train,train,1.0,0.0,69965,69949,69977
5_2_28_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,28,1,short_service,Top,train,train,0.0,1.0,70507,70495,70530
5_2_28_2,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,28,2,push,Bottom,train,train,0.0,1.0,70524,70507,70556
5_2_28_3,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,28,3,wrist_smash,Top,train,train,1.0,0.0,70550,70524,70562
5_2_29_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,29,1,unknown,Bottom,,train,,,70861,70849,70873
5_2_30_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,30,1,short_service,Bottom,train,train,0.0,1.0,71365,71353,71390
5_2_30_2,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,30,2,push,Top,train,train,0.0,1.0,71384,71365,71424
5_2_30_3,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,30,3,clear,Bottom,train,train,0.0,0.0,71418,71384,71450
5_2_30_4,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,30,4,passive_drop,Top,train,train,0.0,0.0,71444,71418,71473
5_2_30_5,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,30,5,net_shot,Bottom,train,train,0.0,1.0,71467,71444,71500
5_2_30_6,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,30,6,lob,Top,train,train,0.0,1.0,71494,71467,71537
5_2_30_7,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,30,7,passive_drop,Bottom,train,train,0.0,0.0,71536,71499,71556
5_2_30_8,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,30,8,cross_court_net_shot,Top,train,train,0.0,0.0,71550,71536,71580
5_2_30_9,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,30,9,lob,Bottom,train,train,0.0,1.0,71574,71550,71617
5_2_30_10,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,30,10,clear,Top,train,train,0.0,0.0,71611,71574,71654
5_2_30_11,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,30,11,wrist_smash,Bottom,train,train,0.0,0.0,71648,71611,71667
5_2_30_12,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,30,12,return_net,Top,train,train,0.0,0.0,71661,71648,71694
5_2_30_13,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,30,13,cross_court_net_shot,Bottom,train,train,0.0,0.0,71688,71661,71700
5_2_31_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,31,1,short_service,Top,train,train,0.0,1.0,72179,72167,72201
5_2_31_2,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,31,2,push,Bottom,train,train,0.0,1.0,72195,72179,72233
5_2_31_3,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,31,3,clear,Top,train,train,0.0,0.0,72227,72195,72267
5_2_31_4,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,31,4,clear,Bottom,train,train,1.0,0.0,72261,72227,72285
5_2_31_5,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,31,5,clear,Top,train,train,1.0,0.0,72279,72261,72318
5_2_31_6,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,31,6,drop,Bottom,train,train,0.0,0.0,72312,72279,72341
5_2_31_7,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,31,7,net_shot,Top,train,train,0.0,0.0,72335,72312,72367
5_2_31_8,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,31,8,cross_court_net_shot,Bottom,train,train,0.0,0.0,72361,72335,72397
5_2_31_9,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,31,9,lob,Top,train,train,0.0,1.0,72391,72361,72424
5_2_31_10,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,31,10,back_court_drive,Bottom,train,train,0.0,1.0,72418,72391,72434
5_2_31_11,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,31,11,return_net,Top,train,train,0.0,0.0,72428,72418,72459
5_2_31_12,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,31,12,push,Bottom,train,train,0.0,1.0,72453,72428,72490
5_2_31_13,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,31,13,passive_drop,Top,train,train,0.0,0.0,72484,72453,72511
5_2_31_14,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,31,14,net_shot,Bottom,train,train,0.0,0.0,72505,72484,72538
5_2_31_15,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,31,15,lob,Top,train,train,0.0,0.0,72532,72505,72572
5_2_31_16,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,31,16,clear,Bottom,train,train,0.0,0.0,72566,72532,72593
5_2_31_17,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,31,17,wrist_smash,Top,train,train,1.0,0.0,72587,72566,72606
5_2_31_18,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,31,18,return_net,Bottom,train,train,0.0,1.0,72600,72587,72629
5_2_31_19,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,31,19,push,Top,train,train,0.0,1.0,72623,72600,72662
5_2_31_20,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,31,20,clear,Bottom,train,train,1.0,0.0,72656,72623,72691
5_2_31_21,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,31,21,clear,Top,train,train,1.0,0.0,72685,72656,72723
5_2_31_22,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,31,22,smash,Bottom,train,train,1.0,0.0,72717,72685,72732
5_2_31_23,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,31,23,cross_court_net_shot,Top,train,train,0.0,1.0,72726,72717,72760
5_2_31_24,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,31,24,net_shot,Bottom,train,train,0.0,0.0,72754,72726,72786
5_2_31_25,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,31,25,lob,Top,train,train,0.0,0.0,72780,72754,72792
5_2_32_1,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,32,1,short_service,Top,train,train,0.0,1.0,73473,73461,73491
5_2_32_2,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,32,2,net_shot,Bottom,train,train,0.0,0.0,73485,73473,73512
5_2_32_3,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,32,3,lob,Top,train,train,0.0,1.0,73506,73485,73549
5_2_32_4,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,32,4,passive_drop,Bottom,train,train,0.0,0.0,73552,73515,73583
5_2_32_5,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,32,5,lob,Top,train,train,0.0,0.0,73577,73552,73614
5_2_32_6,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,32,6,passive_drop,Bottom,train,train,0.0,0.0,73608,73577,73639
5_2_32_7,5,Kento_MOMOTA_CHOU_Tien_Chen_Fuzhou_Open_2018_Finals,set2,32,7,push,Top,train,train,0.0,1.0,73633,73608,73670
